x1,x2,x3,x4,y
0.5975696596003005,0.7372748954497914,0.6196439584517814,0.5157727554489975,1
0.2107920336610803,0.7338243320627441,0.32892118766639633,0.514310073818507,1
0.5587976503215415,0.12490479601800433,1.0277836800683062,0.6120442073475756,2
0.1660041747066987,0.18579722618997502,0.8862774399164157,0.6039854944447,2
0.5204209002162532,1.1728054464086424,0.46829982676175014,0.25725840149231777,1
0.28430377978635374,0.9547773044424654,0.4134309727024028,0.7987952512183634,1
0.5007190015467052,0.9366898948852783,0.6880550424170625,0.18731316363728484,1
0.11186714071397467,-0.05607480462454806,0.6010191587616025,0.5181159800467076,2
0.6388715019906586,0.20589865149478656,0.17424446323656584,0.9896723453111742,0
0.33643484608558544,0.8422582780849938,0.5305465092086497,0.0791831882774302,0
0.5862973637944151,0.8189734761990728,0.8567682282600911,0.5358760628773542,0
0.5976482923630442,0.8019228318070419,0.5405569796080812,0.10277565114880105,1
0.5409978154217462,0.6013117039794577,0.21909700839513285,0.4416081518344927,1
0.005321809608019867,0.8052345401859649,0.466879889342517,0.3325725278064878,0
0.15278288797859713,0.22677873130389206,0.8438851849374438,0.669923227188394,2
0.46956243162546263,1.1622920539246153,0.876117666626836,0.6160394596159053,1
0.491794572322755,0.8763010402257958,0.2216603948076667,0.46786820478478663,1
0.8883832886321544,0.06991920643933935,0.542125107059957,0.25740617228680474,0
1.1886975496004266,0.3947314029990976,0.5644092018106419,0.3618416205092135,0
0.057908806597836565,0.1457755216271551,0.5756731401178465,1.0384571594204612,2
0.5735417877314045,0.6018245361447525,0.7091635760563432,0.31334019406886743,1
0.5838889619497392,0.0655476628365059,1.0143989376939389,0.8017646996815887,2
0.06323323053630281,-0.1349678544282763,0.9411099723937599,0.6537626066692581,2
0.742581687711507,0.9736991503961878,0.3323728571686075,0.6032634049411927,1
1.0377019199292696,0.9547613503460317,0.3307336855985422,0.07038932988520108,0
0.24284011756288312,-0.17163068493916733,0.6628974730306584,0.5025528534454224,2
0.18364292467288257,-0.04209779922266288,0.8108722342598237,0.3372582590901955,0
0.2023840572124006,0.9783523198522193,0.4769564846980849,0.759963750691587,1
0.9663591355636438,0.5750233780801418,0.2593561312981039,0.8720620623803156,0
0.48575287673961026,0.669864402192927,0.5171793567448348,0.17195950053800219,1
0.6491102399854358,0.5822974194241117,0.161828551098733,0.4825767530914505,1
0.6933769906108905,0.026575356103827275,0.8920336773735039,0.7283359661676805,2
0.3475646496781001,0.905573095098595,0.5375249776413948,0.5760991425003451,1
0.36558580762600607,0.44820056256161855,0.9320928498581362,0.6993076299200754,2
0.43376566768596164,1.1261878209702285,0.3705783426689662,0.6802710610295833,1
0.41337959915316513,0.3749744527155342,0.4072520125802427,0.14960776138230863,1
-0.10187321190030613,0.4378428894805121,0.09502366562953375,0.01274382602871072,0
0.5109078524750702,1.1472120893701605,0.9679748498854308,0.24841388801696263,0
0.7352434384958588,0.6377162919606731,0.5272322733824111,0.5198826846720802,1
0.30738105680851546,0.5545497274583865,0.5048478393386465,0.8355332819460886,1
0.3714980940609584,0.675876199797812,0.38786898042226703,0.5207596429476175,1
-0.18294270968895027,0.08512003669322724,0.9296625852683453,0.28730770981868226,2
0.6145178547079638,0.6655934144276079,0.41509208643020423,0.5166415449721,1
0.5692355616794958,0.6366695326416423,0.006630830399005069,0.586183257999003,0
0.8176233517798135,0.823334642876165,0.2658591455793765,0.3854516267959655,1
-0.14791057568266508,0.2950631038977552,0.723585843763047,0.49535553864959836,2
0.21352282398258055,0.24269510248767523,1.056184663311992,0.5174293125955738,2
0.509624973260083,0.4646491596586836,0.36229699486285505,0.4723501979126442,1
0.7902449904088477,0.054799276670823856,0.17246056549635175,-0.20619328737182352,0
0.2062026361473958,0.6967781580074096,0.4027191850089417,0.2333185153886054,1
0.0143725480921163,0.0549907683032812,0.9687289313447792,0.7217048706069032,2
0.3370578689599265,0.7499689379039725,0.690207535090438,0.28456545838203573,1
0.7933909374777579,0.09941372980484126,0.43397426524069044,0.7423144489144058,0
0.10235127435560885,1.0035588622442153,0.4171412480194363,0.7715426049248262,0
0.2588249415737842,0.5756637767058714,0.834428168145131,0.9587242521566706,2
0.42497949728886075,0.8753251174691057,0.6588705023075256,0.6228602572398503,1
-0.04925209681428083,0.13352987756185844,1.267985935370721,0.5037173926363612,2
0.10596638052820456,0.19234959491356973,1.0293659449782253,0.6481599643644714,2
0.2473226201054312,0.3718494001938489,0.9149613105730566,0.6424706504198264,2
0.28402349657895,0.41796490920173635,1.0221511365337392,0.5392601545543804,2
1.033817915255849,0.018376597111502878,1.034622090362349,0.5039800673647717,0
0.6465612788948636,0.3249944906052924,0.8309107349514667,0.36371661240730563,0
0.7649163030839013,0.542839299928159,0.6917931010651202,0.9563657869342986,0
0.4098385345858098,0.5000753896792701,0.5062011295620673,0.4690502940064356,1
0.6405868430696182,0.8399376751621389,0.3367608208117353,0.5705034516635005,1
0.047753764724112774,0.2274414698981873,0.8423604179583046,0.5271334963100881,2
0.2989038583519022,0.0457653745997387,0.9625789830890183,0.7144770717034948,2
-0.4263866984536332,1.1046170430619418,0.873520584412444,0.6933827353237969,0
0.26900788619127597,0.9548097283471905,0.38246797578358305,0.3513860926010984,1
0.8049772883846793,0.6639746407235876,0.7946723373595317,0.28529885090657364,1
0.771477932831559,0.8967202047111459,0.9234891999378405,0.3240967525077609,1
0.027803376081150577,0.16937867965127656,0.861322374047912,0.8270608685479379,2
1.1073270105478632,0.0500517700158947,0.6035572712294806,0.6390312015437881,0
1.0509842542866852,0.983880811782285,0.7964361407903147,0.2062375811094444,0
0.2466855021435423,-0.12574247890579282,0.6681075148333394,0.8168105952822142,2
0.9536393606460725,0.613987492838014,0.8306442491255053,0.052491841716989784,0
0.6044428725710902,0.26277196838520106,0.3490124469440681,0.2995483317729544,0
0.46555004165539704,0.5392428688336054,0.21054667179335232,-0.07211790561163256,0
0.9972564738807848,0.6856875559405768,0.5492454362390781,0.6691647396018952,1
0.34350600416370625,0.10883435459975044,1.0099051449953964,0.6530586986078177,2
0.3751409938026461,0.13244090322574387,1.013066150406386,0.6354269870716472,2
0.41794484123047326,0.7115472951706262,0.22016453871365121,0.41434470160907544,1
0.4485848048979047,0.8671886725621786,0.30896251822365595,0.6148801568064457,1
0.22535705944708792,0.388780721203403,0.7840397886780001,0.32570047931541773,2
0.16833565094267933,0.5464099630711019,0.7452595459731874,0.7634994336413026,2
0.12489778537982738,0.38458338970513334,0.7941185051179959,0.3640226124813925,2
0.38217863220228565,0.3450412047015812,0.769433485361824,0.3502461982695426,2
0.39953856233287327,0.8920526898912243,0.3877998204038198,0.49981177798873594,1
0.678093901533008,0.7776079460157568,0.23346711481515015,0.47085218561364606,1
